permit_number,status,permit_type,applied_date,issued_date,address,parcel_number,fee,valuation,description
BLD25-6705,Issued,"Building Permit No Plan Check",11/2/2025,11/04/2025,"1460 High School Rd Graton [GRA]",060-303-011,$374.76,,"SFD, UNINSTALL/REINSTALLPROJECT UNINSTALL AND REINSTALL OF 17 (E) SOLARCITY SC325 SOLARMODULES AF"
BLD25-6706,Finaled,"Building Permit No Plan Check",11/3/2025,11/03/2025,"1460 High School Rd Graton [GRA]",060-303-011,$557.62,$0.00,"Remove & dispose off existing roofing material, install new roof, re-flash pipes, vent to code."
BLD25-6707,Issued,"Building Permit No Plan Check",11/3/2025,11/03/2025,"1150 Butler Ave Bellevue [BEL]",134-051-005,$374.76,$0.00,"Replacement 100 AMP service panel for agricultural well."
BLD25-6708,"Pre- Due","Building Permit No Plan Check",11/3/2025,,"4305 Hwy 116 S Sebastopol [SEB]",062-070-005,$555.88,$0.00,"Re.roof. Removing existing roof materials and installing 47 squares of GAF Timberline HDZ RS roofing system on a single family dwelling. Job value: $29,738.33. Self-certified."
BLD25-6709,Issued,"Building Permit No Plan Check",11/3/2025,11/03/2025,"2987 Parnell Rd Santa Rosa [SRO]",059-060-020,$374.76,$0.00,"Remove a 100 Amp Main Panel and Replace with a 225 Amp Main Panel."
BLD25-6710,Issued,"Building Permit No Plan Check",11/3/2025,11/03/2025,"5280 Las Flores Rd Bodega Bay [BBY]",101-240-008,$374.76,$0.00,"replace meter main electrical panel like for like 100 amp"
BLD25-6711,Issued,"Building Permit No Plan Check",11/3/2025,11/03/2025,"3337 Calistoga Rd Rincon Valley [RIN]",028-320-043,$374.76,$0.00,"ELECTRIC FOR SEPTIC (189)"
BLD25-6713,"Pre- Due","Building Permit No Plan Check",11/3/2025,,"655 Gull Dr Bodega Bay [BBY]",100-370-028,$924.88,$0.00,"Re roof house. Flashings, gutters, and downspouts are heavy copper in good shape and are to remain unless damage is found. Replace insulation and repair drywall damage in garage ceiling. Replace 1 exterior GFCI outlet that quit working."
BLD25-6714,Issued,"Building Permit No Plan Check",11/3/2025,12/02/2025,"1500 Country Club Dr Petaluma [PET]",019-220-042,$553.61,$0.00,"replace like for like grease trap"
BLD25-6715,Issued,"Building Permit No Plan Check",11/3/2025,11/03/2025,"15186 Hwy 12 Glen Ellen [GLE]",056-011-015,$559.83,$0.00,"Existing pool remodel. Project valuation: $52,500"
BLD25-6719,Issued,"Building Permit No Plan Check",11/3/2025,11/03/2025,"183 Wikiup Meadows Dr Windsor [WIN]",039-360-022,$553.48,$0.00,"TEAR OFF AND REROOF RESIDENCE, INSTALL ""CLASS A"" FIRE RATED ASPHALT SHINGLES, INSTALL 21 SQ IN TOTAL, SELF CERTIFIED W/COUNTY, SFD."
BLD25-6720,Issued,"Building Permit No Plan Check",11/3/2025,11/05/2025,"8455 Brand Ln Penngrove [PEN]",047-201-008,$374.76,$0.00,"SFD- REMOVE WALL FURNACE. ADD DUCTLESS MINI SPLIT SYSTEM"
BLD25-6727,Finaled,"Building Permit No Plan Check",11/3/2025,11/04/2025,"7021 Dry Creek Rd Geyserville [GEY]",139-170-043,$374.76,$0.00,"SFD, Replace Water Supply Line in Crawlspace with (N) Copper Piping & Stub up through Floor to Connect to (E) In-Wall Piping"
BLD25-6728,Issued,"Building Permit No Plan Check",11/3/2025,11/07/2025,"1653 Abramson Rd Santa Rosa [SRO]",034-081-038,$374.76,$0.00,"SFD, Replace 80% AFUE Furnace with a (N) 96% & Replace Ducting"
BLD25-6732,Finaled,"Building Permit No Plan Check",11/3/2025,11/05/2025,"7370 Dry Creek Rd Geyserville [GEY]",139-130-052,$402.60,$0.00,"Reroof Detached Garage- 7410 Dry creek is the correct address, 12 sq full tear off and re roof with a class A GAF HDZ roof system"
BLD25-6733,Finaled,"Building Permit No Plan Check",11/3/2025,11/05/2025,"7370 Dry Creek Rd Geyserville [GEY]",139-130-052,$221.27,$0.00,"Reroof accessory structure - 7410 Dry creek Rd is the correct address - 2 sq tear off and re roof with a class A GAF HDZ roof system, self cert this is for the she shed behind the gym valuation $1,500"
BLD25-6734,Issued,"Building Permit No Plan Check",11/3/2025,11/06/2025,"5925 Hall Rd Santa Rosa [SRO]",130-200-064,$374.76,$0.00,"SFD - Change-out 60,000 BTU 97 AFUE furnace in attic. Replace (7) supply and (1) return R8 ducts in attic."
BLD25-6735,Issued,"Building Permit No Plan Check",11/3/2025,11/05/2025,"2298 W Dry Creek Rd Healdsburg [HEA]",089-190-046,$374.76,$0.00,"Replace (8) R8 supply ducts under home."
BLD25-6736,Finaled,"Building Permit No Plan Check",11/3/2025,11/03/2025,"792 Foreman Ln Healdsburg [HEA]",110-080-003,$374.76,$0.00,"Replace LP furnace/ac to an electric Heat pump fan coil."
BLD25-6738,Issued,"Building Permit No Plan Check",11/3/2025,11/03/2025,"6942 Cliff Ave Bodega Bay [BBY]",101-140-043,$374.76,$0.00,"Remove a 125 Amp Electrical Panel and Replace with a new 125 Amp Panel."
BLD25-6739,Issued,"Building Permit No Plan Check",11/3/2025,11/03/2025,"8810 Petaluma Hill Rd Penngrove [PEN]",047-191-055,$374.76,$0.00,"Surface mounted 200 amp panel upgrade in existing meter location."
BLD25-6741,Issued,"Building Permit No Plan Check",11/4/2025,11/04/2025,"14910 Rio Nido Rd Guerneville [GUE]",070-210-020,$374.76,$0.00,"Replace existing Zinsco 100 amp meter main combo with new 100 amp meter main combo (like for like)"
BLD25-6742,Issued,"Building Permit No Plan Check",11/4/2025,11/04/2025,"18935 5th St W Agua Caliente [AGU]",127-101-018,$374.76,$0.00,"Replace existing meter main panel with like."
BLD25-6747,Issued,"Building Permit No Plan Check",11/4/2025,11/04/2025,"5455 Vine Hill Rd Graton [GRA]",078-120-065,$374.76,$0.00,"SFD- REPLACE FURNACE IN SAME LOCATION"
BLD25-6748,Issued,"Building Permit No Plan Check",11/4/2025,11/07/2025,"1084 Sholem Ln Twin Hills [TWI]",076-071-046,$374.76,$0.00,"SFD, REPLACING EXISTING FAU IN HALLWAY CLOSET WITH MIDEA 3T EVOX G3 VARIABLE CAPACITY AIR HANDLER IN SAME LOCATION - REPLACING EXISTING A/C UNIT ON LEFT HAND SIDE OF THE HOME WITH MIDEA 3T EVOX G3 VARIABLE CAPACITY COMPRESSOR HEAT PUMP IN SAME LOCATION"
BLD25-6753,Issued,"Building Permit No Plan Check",11/4/2025,11/04/2025,"540 Gold Ridge Rd Twin Hills [TWI]",077-200-014,$553.94,$0.00,"Tear off existing single layer roof, install 27 squares life time comp shingle/ SFD/ Self Certify"
BLD25-6754,Issued,"Building Permit No Plan Check",11/4/2025,11/04/2025,"1630 Hurlbut Ln Graton [GRA]",060-321-071,$374.76,$0.00,"Upgrade Main Service Panel 100 AMP to 200 AMP, SFD"
BLD25-6755,Issued,"Building Permit No Plan Check",11/4/2025,11/07/2025,"526 Duer Rd Santa Rosa [SRO]",060-020-064,$374.76,$0.00,"SFD-Replacing existing gas furnace & AC with new Daikin heat pump & air handler. Replacing 10 duct runs with R8 AlumaFlex, like for like."
BLD25-6759,Finaled,"Building Permit No Plan Check",11/4/2025,11/04/2025,"1340 Bodega Ave Bodega Bay [BBY]",100-080-033,$374.76,$0.00,"Replace (E) 200A main panel located on side of house with like for like"
BLD25-6761,Issued,"Building Permit No Plan Check",11/4/2025,11/04/2025,"6489 Lone Pine Rd Twin Hills [TWI]",063-073-047,$374.76,$0.00,"New Sub Panel for 20x20 garage permit number: BLD25-3035. including plugs, lights, and switches."
BLD25-6763,Issued,"Building Permit No Plan Check",11/4/2025,11/04/2025,"7637 Hwy 12 Kenwood [KEN]",051-020-044,$374.76,$0.00,"installing a furnace AFUE: 97%"
BLD25-6767,Issued,"Building Permit No Plan Check",11/4/2025,11/04/2025,"2590 N Fitch Mountain Rd Healdsburg [HEA]",087-092-003,$374.76,$0.00,"Replace existing water heater with a new one in the top floor residence. Insulate & Strap the water heater to the framing of the home as needed. Provide a 3/4"" drain line for the high pressure relief valve to the exterior of the building. Terminate within 6 inches of the ground. Insulate the hot water pipes inside the closet."
BLD25-6768,Issued,"Building Permit No Plan Check",11/4/2025,11/04/2025,"2590 N Fitch Mountain Rd Healdsburg [HEA]",087-092-003,$374.76,$0.00,"Replace existing water heater with a new one in the bottom floor residence. Insulate & Strap the water heater to the framing of the home as needed. Provide a 3/4"" drain line for the high pressure relief valve to the exterior of the building. Terminate within 6 inches of the ground. Insulate the hot water pipes inside the closet."
BLD25-6769,"Pre- Due","Building Permit No Plan Check",11/4/2025,11/04/2025,"30645 River Rd Cloverdale [CLO]",116-200-001,$753.77,$0.00,"SFD, Legalize VBU25-0217 Partial Reroof Class A Comp Shingles w/ Replacement of Damaged Roof Sheathing - Approx 175 SF total"
BLD25-6771,Issued,"Building Permit No Plan Check",11/4/2025,11/04/2025,"100 Vineyard Cir Sonoma [SON]",142-152-022,$374.76,$0.00,"Remove existing furnace located in hall closet . remove duct work under sub floor . Install new R 8 DUCT SYSTEM located in attic new heat pump and air handler located in garage ."
BLD25-6772,Issued,"Building Permit No Plan Check",11/4/2025,11/04/2025,"16096 Coleman Valley Rd Camp Meeker [CAM]",074-160-024,$623.68,$0.00,"SFD; 17sqs; Self Certified contractor; Remove existing roof. Install with new Lifetime Class A composition shingles and 2sqs of TPO to Main House"
BLD25-6778,Issued,"Building Permit No Plan Check",11/5/2025,11/07/2025,"193 Airport Blvd E Windsor [WIN]",039-025-067,$374.76,$0.00,"For Apt #115: Replace (E) heater w/ (N) Goodman (40k btu's/80%efficiency) heater, replace (E) A/C w/ (N) York(1.5ton/14seer) A/C unit. No electrical needed. Job Valuation: $9,500.00"
BLD25-6779,Issued,"Building Permit No Plan Check",11/5/2025,11/05/2025,"4653 Stage Gulch Rd Sonoma [SON]",142-052-022,$374.76,$0.00,"New 200 amp electrical panel for pge meter and electrical conduit"
BLD25-6783,Issued,"Building Permit No Plan Check",11/5/2025,11/05/2025,"40 Geyser Ridge Way Geyserville [GEY]",140-160-016,$374.76,$0.00,"100 AMP PANEL CHANGE OUT SERVING MAIN HOUSE"
BLD25-6784,Issued,"Building Permit No Plan Check",11/5/2025,11/05/2025,"9271 Country Ln Twin Hills [TWI]",061-143-030,$374.76,$0.00,"SFD, Main Panel Upgrade from 100A to 200A"
BLD25-6787,Finaled,"Building Permit No Plan Check",11/5/2025,11/05/2025,"612 Von Reimers Ln Santa Rosa [SRO]",130-223-037,$209.64,,"electrical inspection for electrical meter upgrade. BLD24-5444"
BLD25-6789,Issued,"Building Permit No Plan Check",11/5/2025,11/05/2025,"386 Mark West Station Rd Windsor [WIN]",059-284-019,$374.76,$0.00,"Install new 200 AMP service and meter on new power pole in the front section of property approximately 15ft from PG&E pole. New service to be ran to garage building (200 AMPS), then 100 AMPS ran to the house in the back of the property. All new power supply to be installed underground in PVC chase's, along with communication cables (Comcast and AT&T)."
BLD25-6790,Finaled,"Building Permit No Plan Check",11/5/2025,11/05/2025,"1185 Hwy 116 N Forestville [FOR]",085-070-006,$552.38,$0.00,"remove existing composition roofing, install new class A dimensional composition shingles over 15lb felt, new flashings and ohagin vents and new ridge cap."
BLD25-6791,Issued,"Building Permit No Plan Check",11/5/2025,11/05/2025,"4180 Mill Creek Rd Healdsburg [HEA]",110-030-005,$374.76,$0.00,"REPLACING (2) FAILED 80% FURNACE 3 TON WITH (2) 96% 3 TON FURNACES"
BLD25-6793,Finaled,"Building Permit No Plan Check",11/5/2025,11/06/2025,"114 Serres Dr Glen Ellen [GLE]",056-063-005,$374.76,$0.00,"PLUMBING - HOOK UP TO DISTRICT WATER Plumbing permit with no plan check needed to hook up to district water. Valley of the Moon Water has completed their work, with a new meter in front. We are currently doing a remodel under BLD-24-7718, and our contractor is ready to connect to this new service."
BLD25-6795,Issued,"Building Permit No Plan Check",11/5/2025,11/13/2025,"22298 Moscow Rd Monte Rio [MRO]",096-200-024,$926.66,$0.00,"Replace siding on Pre-Code Structure, Dry rot repair as needed (not to exceed 40 Lineal Feet), Reroof existing porch roof, including repair/replace some sheathing/rafters/fascia as needed with inspection prior to roofing over repairs. Minor electrical and plumbing repair by licensed plumbing/electrical contractors with inspection. Thank you."
BLD25-6796,Issued,"Building Permit No Plan Check",11/5/2025,11/05/2025,"26000 Asti Rd Cloverdale [CLO]",118-020-004,$374.76,$0.00,"New 225A main panel upgrade."
BLD25-6797,Finaled,"Building Permit No Plan Check",11/5/2025,11/05/2025,"130 Fetters Ave Agua Caliente [AGU]",056-312-010,$374.76,$0.00,"Final inspection of electrical service upgrade from 2017. Original permit expired with the final inspection not completed."
BLD25-6798,Issued,"Building Permit No Plan Check",11/5/2025,11/06/2025,"1553 Laguna Rd Graton [GRA]",130-480-023,$374.76,$0.00,"SFD, Replace R8 Ducts under home with 10 Supply 0 Return"
BLD25-6799,Finaled,"Building Permit No Plan Check",11/5/2025,11/05/2025,"564 Purvine Rd Two Rock [TWO]",022-230-007,$402.60,$0.00,"RE-ROOF SHED"
BLD25-6802,Issued,"Building Permit No Plan Check",11/5/2025,11/05/2025,"3655 Bisordi Ln Santa Rosa [SRO]",059-180-025,$374.76,$0.00,"Schoenstein Barn, Replace 125amp Electric Meter Panel"
BLD25-6803,Issued,"Building Permit No Plan Check",11/5/2025,11/05/2025,"3655 Bisordi Ln Santa Rosa [SRO]",059-180-025,$374.76,$0.00,"Schoenstein Main House, Replace 200amp Electric Meter Panel"
BLD25-6806,Issued,"Building Permit No Plan Check",11/5/2025,11/06/2025,"9965 Bodega Hwy Twin Hills [TWI]",077-010-049,$221.27,$0.00,"Reroof Detached Garage; Self Certified contractor; Remove existing roof. Install with new Lifetime Class A composition shingles"
BLD25-6807,Issued,"Building Permit No Plan Check",11/5/2025,12/01/2025,"8269 Trenton Rd Forestville [FOR]",083-160-068,$402.62,$0.00,"Secondary SFD, Tear off / Reroof 7 SQ with Class A Comp Shingles and Repair Water Damaged Areas (as needed)"
BLD25-6808,Issued,"Building Permit No Plan Check",11/5/2025,11/05/2025,"2060 Madrone Ave Healdsburg [HEA]",087-173-006,$553.38,$0.00,"T/O 16 SQ OF EXISTING ROOFING SYSTEM; RE-ROOF WITH CLASS A RATED COMP SHINGLES AT PITCHED ROOFS AND CLASS A RATED APP TORCH DOWN AT LOW SLOPE ROOFS; SFD; SELF CERT"
BLD25-6809,Finaled,"Building Permit No Plan Check",11/5/2025,11/05/2025,"970 Laurel Ave Agua Caliente [AGU]",052-362-028,$553.48,$0.00,"T/O 28 SQ COMP SHINGLE; RE-ROOF WITH CLASS A RATED COMP SHINGLE; SFD; SELF CERT"
BLD25-6811,Issued,"Building Permit No Plan Check",11/6/2025,11/06/2025,"9098 Gilroy Ave Forestville [FOR]",085-060-012,$552.68,$0.00,"SFD. Tear off and reroof 14 squares using class ""A"" composition shingles over roofing felt. SELF CERT."
BLD25-6814,Issued,"Building Permit No Plan Check",11/6/2025,11/06/2025,"3437 Hidden Hills Dr Mark West Springs [MWS]",029-250-011,$374.76,$0.00,"Replace damaged electrical service with new 320A electrical service"
BLD25-6821,Issued,"Building Permit No Plan Check",11/6/2025,11/07/2025,"411 Las Casitas A Windsor [WIN]",039-070-024,$374.76,$0.00,"SFD-Replace 7 runs ducting located in attic. For unit # A"
BLD25-6823,Issued,"Building Permit No Plan Check",11/6/2025,11/10/2025,"1359 Ferguson Rd Twin Hills [TWI]",061-143-011,$374.76,$0.00,"SFD - Replace Furnace in Garage Like for Like, Add Coil, & Replace (6) Duct Runs in Crawlspace"
BLD25-6826,Issued,"Building Permit No Plan Check",11/6/2025,11/12/2025,"10825 Canyon Rd Forestville [FOR]",081-190-030,$374.76,$0.00,"SFD, Replace Heat Pump Like for Like"
BLD25-6827,Issued,"Building Permit No Plan Check",11/6/2025,11/06/2025,"72 Heron Sea Ranch [SEA]",156-520-004,$374.76,$0.00,"45K BTUS 97% FURNACE CHANGEOUT SAME LOCATION OUTSIDE CLOSET"
BLD25-6829,Issued,"Building Permit No Plan Check",11/6/2025,11/06/2025,"1678 Bloomfield Rd Twin Hills [TWI]",063-350-007,$374.76,$0.00,"40 GAL GAS WATER HEATER CHANGEOUT GARAGE"
BLD25-6832,Issued,"Building Permit No Plan Check",11/6/2025,11/06/2025,"1300 Castle Rd Sonoma [SON]",127-111-061,$556.02,$0.00,"SFD; 47sqs; Self Certified contractor; Remove existing roof. Install with new Lifetime Class A composition shingles. Main House"
BLD25-6835,Issued,"Building Permit No Plan Check",11/7/2025,11/07/2025,"987 San Clemente Dr Santa Rosa [SRO]",044-171-011,$553.35,$0.00,"Tear off existing roof (one layer) and replace 21 squares with Class A composition shingles and 3 squares with Class A TPO heat wielded seams. Self-certify this permit"
BLD25-6839,Issued,"Building Permit No Plan Check",11/7/2025,11/07/2025,"321 Foreman Ln Healdsburg [HEA]",110-130-007,$374.76,$0.00,"Panel Upgrade"
BLD25-6841,Issued,"Building Permit No Plan Check",11/7/2025,11/07/2025,"185 Mark West Commons Cir Windsor [WIN]",039-420-015,$374.76,$0.00,"REPLACE FURNACE"
BLD25-6842,Issued,"Building Permit No Plan Check",11/7/2025,11/07/2025,"700 Michael Dr Agua Caliente [AGU]",127-372-001,$221.27,$0.00,"SFD; 9sqs; Self Certified contractor; Remove existing roof. Install with new Lifetime Class A composition shingles to detached garage"
BLD25-6843,Finaled,"Building Permit No Plan Check",11/7/2025,11/07/2025,"3010 Alexander Dr Santa Rosa [SRO]",036-035-023,$552.18,$0.00,"RE-ROOF 18SQ TORCH DOWN"
BLD25-6844,Issued,"Building Permit No Plan Check",11/7/2025,11/10/2025,"15121 Kinley Dr Healdsburg [HEA]",089-081-011,$374.76,$0.00,"INSTALL DUAL WALL WALL FURNACE"
BLD25-6845,Issued,"Building Permit No Plan Check",11/7/2025,11/07/2025,"5068 Harville Rd Rincon Valley [RIN]",029-280-019,$402.75,$0.00,"tear off re roof 8 squares using class A comp shingles to the garage SELF CERTIFICATE"
BLD25-6846,Issued,"Building Permit No Plan Check",11/7/2025,11/12/2025,"13200 Hwy 12 Glen Ellen [GLE]",053-120-052,$374.76,$0.00,"Air conditioning and Air Force furnace"
BLD25-6847,Issued,"Building Permit No Plan Check",11/7/2025,11/10/2025,"15101 River Rd Guerneville [GUE]",070-150-035,$374.76,$0.00,"R/R AIR HANDLER, HEAT PUMP"
BLD25-6860,Issued,"Building Permit No Plan Check",11/7/2025,11/07/2025,"1520 Darby Rd Twin Hills [TWI]",076-221-012,$557.76,$0.00,"Remove and replace existing composition shingle roof with new Class A fire rated composition shingle roofing system 40 SQ SELF CERT"
BLD25-6866,Issued,"Building Permit No Plan Check",11/8/2025,11/08/2025,"1525 Timber Hill Rd Graton [GRA]",130-440-015,$374.76,$0.00,"Upgrade electrical service at same location."
BLD25-6869,Issued,"Building Permit No Plan Check",11/9/2025,11/09/2025,"12879 Bodega Hwy Twin Hills [TWI]",073-080-082,$553.43,$0.00,"SELF CERT_ Remove old roofing material Singles and reinstall new roofing material with new cool roof series shingles"
BLD25-6872,Issued,"Building Permit No Plan Check",11/10/2025,11/10/2025,"5195 Hall Rd Santa Rosa [SRO]",130-230-025,$402.75,$0.00,"SFD, Install (2) Nail Fin Windows Like for Like - No Structural Changes"
BLD25-6874,Issued,"Building Permit No Plan Check",11/10/2025,11/10/2025,"1586 Fowler Creek Rd Sonoma [SON]",142-180-026,$374.76,$0.00,"REPLACE (50) GALLON ELECTRIC HYBRID HEAT PUMP WATER HEATER WITH AN ELECTRICAL WATER HEATER"
BLD25-6875,Finaled,"Building Permit No Plan Check",11/10/2025,11/10/2025,"271 Maple Ave Kenwood [KEN]",050-275-029,$374.76,$0.00,"REPLACE WATER MAIN 1 1/4in PVC APPROX 35 FT"
BLD25-6877,Issued,"Building Permit No Plan Check",11/10/2025,11/10/2025,"5237 Blank Rd Sebastopol [SEB]",062-130-011,$555.54,$0.00,"Roof Replacement from Asphalt shingle to asphalt shingles"
BLD25-6879,Issued,"Building Permit No Plan Check",11/10/2025,11/12/2025,"4722 Cambridge Ct Windsor [WIN]",058-194-009,$374.76,$0.00,"SFD, Replace Main Panel Like for Like 100A"
BLD25-6880,Issued,"Building Permit No Plan Check",11/10/2025,11/13/2025,"22650 Broadway Sonoma [SON]",,$374.76,$0.00,"Install ductless mini split (22.5 SEER /11.5 HSPF /12 kbtu) with (1) indoor head. 128-422-057"
BLD25-6881,Issued,"Building Permit No Plan Check",11/10/2025,12/04/2025,"7200 Grove Ct Sonoma [SON]",064-260-009,$1289.76,$0.00,"SFD - Legalize two permit exempt structures >120 SF to clear violation #VBU25- 0385 This submittal is in response to PRMD Building Violation #VBU25-0385 dated 10/10/2025. The intent is these two (2) new proposed structures are permit- exempted as verified by Code Enforcement Officer Nathan Peacock, however they are within 50 feet of each other requiring additional review by PRMD. New proposed chicken coop and shed, with breezeway. Two (2) structures 120 square feet each, separated 10 feet apart by a breezeway. Concrete slab on grade under both structures and continuous through breezeway, to front apron. Aggregate baserock and gravel surround the structures as fire defensible space. Siding utilizes natural Conheart Redwood materials to compliment surrounding rural environment per PRMD Tayor & Sonoma Mountain Development Guidelines, and HOA requirements. HOA previously approved the construction of this project."
BLD25-6883,Issued,"Building Permit No Plan Check",11/10/2025,11/12/2025,"4107 Barnes Rd Santa Rosa [SRO]",059-090-007,$553.02,$0.00,"REPLACE 7 WINDOWS WITH NAIL FIN VINYL WINDOWS."
BLD25-6885,Issued,"Building Permit No Plan Check",11/10/2025,11/10/2025,"10124 Green Meadow Rd Graton [GRA]",061-040-044,$374.76,$0.00,"Meter Release, MAIN HOUSE"
BLD25-6886,Issued,"Building Permit No Plan Check",11/10/2025,11/10/2025,"2617 WOOLSEY Rd Santa Rosa [SRO]",059-320-017,$374.76,$0.00,"Replacement/upgrade to two main service panels on the property located at 2617 Woolsey Rd. One is attached to the main house and the other is located across the property outdoors and serves a small cottage as well as the barn and an out building. The panels are both 30+ years old. The outdoor panel will also have the riser and weather-head assembly replaced. The main service panel connected tot he house is a 200A panel and it will be replaced with another 200A panel. The outdoor main service panel is currently 125A and will be upgraded to a 200A service. PGE has been contacted and stated the incoming utility lines can handle up to 320amps for this service."
BLD25-6887,Issued,"Building Permit No Plan Check",11/10/2025,11/17/2025,"17919 Railroad Ave Agua Caliente [AGU]",133-192-021,$374.76,$0.00,"REPLACING FAILED FURNACE AND AC FOR NEW HEAT PUMP AND AIR HANDLER"
BLD25-6888,Issued,"Building Permit No Plan Check",11/10/2025,11/10/2025,"8990 Hwy 116 N Graton [GRA]",084-230-007,$374.76,$0.00,"MSP upgrade to 200A."
BLD25-6889,Issued,"Building Permit No Plan Check",11/10/2025,11/10/2025,"2853 Bowen St Graton [GRA]",130-153-020,$374.76,$0.00,"Replacing Furnace. Like for like."
BLD25-6890,Issued,"Building Permit No Plan Check",11/10/2025,11/26/2025,"1900 Petaluma Blvd N Petaluma [PET]",048-200-002,$554.90,$0.00,"COMMERCIAL - FEMA - Remove and replace with 16 SQ Mod Bit"
BLD25-6892,Issued,"Building Permit No Plan Check",11/10/2025,11/10/2025,"7895 Elphick Rd Twin Hills [TWI]",076-030-046,$374.76,$0.00,"Remove wall furnace, replace with single zone mini split."
BLD25-6893,Finaled,"Building Permit No Plan Check",11/10/2025,11/11/2025,"2775 Joy Rd Occidental [OCC]",073-220-050,$374.76,$0.00,"Electrical for septic system"
BLD25-6895,Issued,"Building Permit No Plan Check",11/10/2025,11/10/2025,"1061 Tilton Rd Twin Hills [TWI]",077-060-048,$374.76,$0.00,"SFD, Main Panel Replacement 200A"
BLD25-6898,Issued,"Building Permit No Plan Check",11/10/2025,11/12/2025,"400 Sea Stack Sea Ranch [SEA]",156-440-010,$374.76,$0.00,"CHANGE OUT 2 FURNACES WITH DUCT WORK (10 RETURNS/ 1 SUPPLY) LIKE FOR LIKE IN SAME LOCATIONS (1) - 97 AFUE, 88K BTU, IN GARAGE (2)- 97 AFUE, 66K BTU, IN GARAGE"
BLD25-6899,Finaled,"Building Permit No Plan Check",11/10/2025,11/12/2025,"11107 Cherry Ridge Rd Twin Hills [TWI]",061-120-039,$374.76,$0.00,"SPLIT SYSTEM CHANGE OUT LIKE FOR LIKE IN SAME LOCATION WITH DUCTWORK, 3.5 TON, 16 SEER, 8 HSPF, HAT PUMP- RIGHT SIDE YARD, AIR HANDLER- CRAWLSPACE"
BLD25-6900,Issued,"Building Permit No Plan Check",11/10/2025,11/10/2025,"18501 Riverside Dr Agua Caliente [AGU]",052-231-026,$374.76,$0.00,"REPLACE FURNACE. INSTALL 96% AFUE"
BLD25-6901,Issued,"Building Permit No Plan Check",11/10/2025,11/10/2025,"1495 Lupine Dr Santa Rosa [SRO]",034-072-025,$374.76,$0.00,"upgrade 100-amp zinsco panel to a 200-amp surface mount BR style panel. install new panel 3ft away from gas per PGE and move circuits to new panel."
BLD25-6904,Issued,"Building Permit No Plan Check",11/11/2025,11/11/2025,"8167 Park Ave Forestville [FOR]",082-035-008,$402.60,$0.00,"re-roof house 7 squares of roofing"
BLD25-6905,Issued,"Building Permit No Plan Check",11/11/2025,11/11/2025,"1584 SEA Way Bodega Bay [BBY]",100-350-044,$374.76,$0.00,"Replace (1) 50 gallon heat pump water heater in garage."
BLD25-6906,Issued,"Building Permit No Plan Check",11/11/2025,11/17/2025,"17878 Orchard Ave Forestville [FOR]",071-250-003,$374.76,$0.00,"Installing Ductless Mini-Split. SEER2: 20 HSPF: 9.5"
BLD25-6907,Issued,"Building Permit No Plan Check",11/11/2025,11/11/2025,"19092 Shady Dr Monte Rio [MRO]",094-170-018,$374.76,$0.00,"Replacing Furnace. AFUE: 80%"
BLD25-6908,Issued,"Building Permit No Plan Check",11/11/2025,11/11/2025,"2350 Oak Knoll Dr Santa Rosa [SRO]",034-122-011,$374.76,$0.00,"Replace 100A main with a 200A meter/main combo in the same location - Add to scope 11/19/25: Rewire entire home"
BLD25-6909,Finaled,"Building Permit No Plan Check",11/11/2025,11/12/2025,"61 Center Rd Petaluma [PET]",113-120-068,$374.76,$0.00,"Install aaprox 160ft of 2"" galvy gas piping along the exterior of the home. Approx 15ft total run will be installed underground using 2"" Poly(PE) pipe."
BLD25-6912,Issued,"Building Permit No Plan Check",11/11/2025,11/11/2025,"4200 Ross Rd Graton [GRA]",130-080-080,$552.57,$0.00,"4200 Ross Rd, Sebastopol, CA 95472 - Remove existing asphalt shingles and install new asphalt shingles - Self Certification - Class A installation - 909 Sq Ft"
BLD25-6914,Issued,"Building Permit No Plan Check",11/11/2025,11/11/2025,"12700 Dunbar Rd Glen Ellen [GLE]",053-120-080,$374.76,$0.00,"SFD-FURNACE REPLACEMENT ONLY"
BLD25-6916,Finaled,"Building Permit No Plan Check",11/11/2025,11/17/2025,"1643 Furlong Rd Twin Hills [TWI]",080-090-012,$374.76,$0.00,"SFD, Replace A/C & Furnace with Heat Pump and Air Handler"
BLD25-6917,Issued,"Building Permit No Plan Check",11/11/2025,11/11/2025,"115 Davis Ln Penngrove [PEN]",047-231-028,$374.76,$0.00,"SFD- FURNACE REPLACEMENT ONLY"
BLD25-6919,Issued,"Building Permit No Plan Check",11/11/2025,11/11/2025,"1359 Ferguson Rd Twin Hills [TWI]",061-143-011,$374.76,$0.00,"Replace 100A Main with a 200A main combo in the same location."
BLD25-6920,Issued,"Building Permit No Plan Check",11/11/2025,11/11/2025,"109 Warm Springs Rd Kenwood [KEN]",050-263-062,$374.76,$0.00,"Upgrade outdated panel from 200amp to 200amp"
BLD25-6921,Issued,"Building Permit No Plan Check",11/11/2025,11/11/2025,"2089 Redwood Dr Healdsburg [HEA]",087-051-004,$374.76,$0.00,"SFD-REPLACE FURNACE ONLY"
